z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayModes,massExcess(keV),massExcessUncertainty,betaMinus(keV),betaMinusUncertainty,positronEmission(keV),positronEmissionUncertainty,neutronSeparationEnergy(keV),neutronSeparationEnergyUncertainty,protonSeparationEnergy(keV),protonSeparationEnergyUncertainty,alpha(keV),alphaUncertainty,twoNeutronSeparationEnergy(keV),twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy(keV),twoProtonSeparationEnergyUncertainty,bindingEnergy(keV),bindingEnergyUncertainty
78,112,190Pt,0.0,6.5E+11,y,3,0+,A = 100.00,-37306.5,7,-4473,4,-1574.9,13,8908,10,6146,13,3268.6,6,15628,5,10747.1,6,7946.494,4
78,117,195Pt,0.0,STABLE,,,1/2-,,-32793.9,5,-226.8,10,-2123.6,13,6105.09,12,7551.1,13,1176.4,5,14456.8,13,13977.4,23,7926.553,3
78,117,195Pt,0.2593,4.010,d,5,13/2+,IT = 100.00,-32534.6,5,-226.8,10,-2123.6,13,6105.09,12,7551.1,13,1176.4,5,14456.8,13,13977.4,23,7926.553,3
78,118,196Pt,0.0,STABLE,,,0+,,-32644.5,5,-1506,3,-4.23E+3,4,7921.98,13,8241.2,13,812.8,23,14027.07,17,14787.3,24,7926.530,3
78,119,197Pt,0.0,19.8915,h,19,1/2-,B- = 100.00,-30419.8,5,720.0,5,-3178,20,5846.6,3,8.27E+3,4,549.7,23,13768.5,3,1.549E+4,6,7915.971,3
78,119,197Pt,0.3996,95.41,m,18,13/2+,IT = 96.70,-30020.2,5,720.0,5,-3178,20,5846.6,3,8.27E+3,4,549.7,23,13768.5,3,1.549E+4,6,7915.971,3
78,119,197Pt,0.3996,95.41,m,18,13/2+,B- = 3.30,-30020.2,5,720.0,5,-3178,20,5846.6,3,8.27E+3,4,549.7,23,13768.5,3,1.549E+4,6,7915.971,3
78,113,191Pt,0.0,2.83,d,2,3/2-,EC = 100.00,-35698,4,-1900,6,-12,4,6463,4,6234,4,3096,4,15372,11,11289,4,7938.728,22
78,114,192Pt,0.0,STABLE,,,0+,,-36289,3,-3516,16,-2474.9,23,8662,3,6868.7,23,2424,3,15125,3,12158.6,25,7942.492,13
78,115,193Pt,0.0,50,y,6,1/2-,EC = 100.00,-34479.7,14,-1075,9,-965.4,3,6262.5,23,6933.0,4,2082.2,12,14924,4,12662.4,12,7933.788,7
78,115,193Pt,0.1498,4.33,d,3,13/2+,IT = 100.00,-34329.9,14,-1075,9,-965.4,3,6262.5,23,6933.0,4,2082.2,12,14924,4,12662.4,12,7933.788,7
78,116,194Pt,0.0,STABLE,,,0+,,-34760.1,5,-2548.2,21,-3250.3,13,8351.7,13,7512.8,13,1522.8,5,14614,3,13455.7,23,7935.942,3
78,120,198Pt,0.0,STABLE,,,0+,2B- ? ,-29904.0,21,-323.2,21,-5.22E+3,20,7555.6,21,8929,20,106,3,13402.1,21,1.620E+4,4,7914.151,11
78,121,199Pt,0.0,30.80,m,21,5/2-,B- = 100.00,-27388.7,22,1705.1,21,-4.01E+3,4,5556.0,5,8.97E+3,20,-3.0E+2,6,13111.6,21,1.689E+4,20,7902.301,11
78,121,199Pt,0.4240,13.6,s,4,(13/2)+,IT = 100.00,-26964.7,22,1705.1,21,-4.01E+3,4,5556.0,5,8.97E+3,20,-3.0E+2,6,13111.6,21,1.689E+4,20,7902.301,11
78,122,200Pt,0.0,12.6,h,3,0+,B- = 100.00,-26599,20,6.4E+2,3,-6.05E+3,20,7282,20,9.49E+3,5,-7.5E+2,4,12838,20,1.758E+4,20,7899.20,10
78,123,201Pt,0.0,2.5,m,1,(5/2-),B- = 100.00,-2.374E+4,5,2.66E+3,5,-4.92E+3,21,5.21E+3,5,9.46E+3,20,-1.09E+3,21,1.249E+4,5,1.805E+4,21,7885.83,25
78,128,206Pt,0.0,160,ns,GT,,B- = 100.00,-9.2E+3,3,5.0E+3,4,,,4.5E+3,4,1.09E+4,6,9.E+2,5,7.8E+3,4,,,7820.0,10
78,128,206Pt,0.0,160,ns,GT,,BN ? ,-9.2E+3,3,5.0E+3,4,,,4.5E+3,4,1.09E+4,6,9.E+2,5,7.8E+3,4,,,7820.0,10
78,129,207Pt,0.0,160,ns,GT,,B- = 100.00,-4.1E+3,4,6.5E+3,5,,,3.0E+3,5,,,7.E+2,6,7.5E+3,5,,,7797.0,20
78,129,207Pt,0.0,160,ns,GT,,BN ? ,-4.1E+3,4,6.5E+3,5,,,3.0E+3,5,,,7.E+2,6,7.5E+3,5,,,7797.0,20
78,124,202Pt,0.0,44,h,15,0+,B- = 100.00,-2.269E+4,3,1.66E+3,3,-7.1E+3,3,7.02E+3,6,1.014E+4,20,-1.52E+3,20,1.224E+4,3,1.87E+4,3,7881.56,12
78,124,202Pt,1.7885,0.28,ms,+42-1,(7-),IT = 100.00,-2.090E+4,3,1.66E+3,3,-7.1E+3,3,7.02E+3,6,1.014E+4,20,-1.52E+3,20,1.224E+4,3,1.87E+4,3,7881.56,12
78,125,203Pt,0.0,10,s,3,(1/2-),B- = 100.00,-1.951E+4,20,3.63E+3,20,-6.2E+3,4,4.89E+3,20,1.02E+4,4,-1.7E+3,3,1.191E+4,21,1.92E+4,4,7867.0,10
78,126,204Pt,0.0,10.3,s,14,0+,B- = 100.00,-1.762E+4,20,2.8E+3,3,-9.1E+3,4,6.2E+3,3,1.05E+4,4,-1.5E+3,4,1.107E+4,20,1.97E+4,4,7859.0,10
78,127,205Pt,0.0,300,ns,GT,,B- = 100.00,-1.28E+4,3,5.8E+3,4,-8.2E+3,6,3.3E+3,4,1.05E+4,5,-4.E+2,4,9.5E+3,4,2.01E+4,5,7836.0,10
78,88,166Pt,0.0,300,us,100,0+,A = 100.00,-4.8E+3,3,,,7.5E+3,4,1.25E+4,5,5.E+2,3,7292,7,,,-1.1E+3,3,7733.0,20
78,87,165Pt,,,,,,,0,AP,,,1.03E+4,4,,,0,AP,7453,14,,,-1.4E+3,5,7703.0,20
78,89,167Pt,0.0,0.78,ms,16,,A = 100.00,-6.8E+3,3,,,9.3E+3,3,1.00E+4,4,7.E+2,4,7.16E+3,6,2.26E+4,5,-4.E+2,4,7746.0,20
78,91,169Pt,0.0,6.99,ms,10,(7/2-),A = 100.00,-1.246E+4,20,-1.07E+4,4,8.61E+3,20,9.53E+3,25,1.09E+3,21,6858,5,2.19E+4,4,5.4E+2,22,7784.0,10
78,90,168Pt,0.0,2.02,ms,10,0+,A = 100.00,-1.101E+4,15,-1.35E+4,4,6.63E+3,14,1.23E+4,3,1.23E+3,15,6990,3,2.24E+4,3,1.6E+2,15,7773.6,9
78,93,171Pt,0.0,45.5,ms,25,(7/2-),A = 90.00,-1.747E+4,8,-9.90E+3,8,7.92E+3,9,9.24E+3,8,1.57E+3,13,6607,3,2.115E+4,22,1.32E+3,9,7816.6,5
78,93,171Pt,0.0,45.5,ms,25,(7/2-),EC = 10.00,-1.747E+4,8,-9.90E+3,8,7.92E+3,9,9.24E+3,8,1.57E+3,13,6607,3,2.115E+4,22,1.32E+3,9,7816.6,5
78,92,170Pt,0.0,13.8,ms,5,0+,A = 98.00,-16299,18,-1.260E+4,20,5.86E+3,10,1.191E+4,20,1.49E+3,3,6707,3,2.143E+4,15,882,21,7808.24,11
78,92,170Pt,0.0,13.8,ms,5,0+,EC  ,-16299,18,-1.260E+4,20,5.86E+3,10,1.191E+4,20,1.49E+3,3,6707,3,2.143E+4,15,882,21,7808.24,11
78,95,173Pt,0.0,382,ms,2,(5/2-),A = 86.00,-2.194E+4,6,-9.10E+3,7,7.31E+3,6,8.90E+3,6,1.85E+3,7,6.36E+3,6,2.061E+4,10,2.22E+3,7,7845.4,4
78,95,173Pt,0.0,382,ms,2,(5/2-),EC ? 16.00,-2.194E+4,6,-9.10E+3,7,7.31E+3,6,8.90E+3,6,1.85E+3,7,6.36E+3,6,2.061E+4,10,2.22E+3,7,7845.4,4
78,94,172Pt,0.0,97.6,ms,13,0+,A = 94.00,-21107,10,-1.179E+4,6,5.25E+3,3,1.171E+4,8,1.98E+3,4,6463,4,20950,21,1759,14,7839.25,6
78,94,172Pt,0.0,97.6,ms,13,0+,EC = 6.00,-21107,10,-1.179E+4,6,5.25E+3,3,1.171E+4,8,1.98E+3,4,6463,4,20950,21,1759,14,7839.25,6
78,97,175Pt,0.0,2.53,s,6,7/2-,A = 64.00,-25709,19,-8.30E+3,4,6664,22,8462,21,2212,22,6164,4,1.991E+4,7,2848,24,7869.52,11
78,97,175Pt,0.0,2.53,s,6,7/2-,EC = 36.00,-25709,19,-8.30E+3,4,6664,22,8462,21,2212,22,6164,4,1.991E+4,7,2848,24,7869.52,11
78,96,174Pt,0.0,0.889,s,17,0+,A = 76.00,-25318,10,-1.126E+4,10,4446,15,1.145E+4,6,2338,15,6183,3,20354,15,2652,16,7866.11,6
78,96,174Pt,0.0,0.889,s,17,0+,EC = 24.00,-25318,10,-1.126E+4,10,4446,15,1.145E+4,6,2338,15,6183,3,20354,15,2652,16,7866.11,6
78,99,177Pt,0.0,10.6,s,4,5/2-,EC = 94.30,-29370,15,-7825,18,5655,25,8508,20,2777,17,5643,3,19804,24,3843,19,7892.49,8
78,99,177Pt,0.0,10.6,s,4,5/2-,A = 5.70,-29370,15,-7825,18,5655,25,8508,20,2777,17,5643,3,19804,24,3843,19,7892.49,8
78,98,176Pt,0.0,6.33,s,15,0+,EC = 60.00,-28934,13,-1.041E+4,4,3926,15,11297,23,2828,18,5884.8,20,19759,16,3516,16,7888.99,7
78,98,176Pt,0.0,6.33,s,15,0+,A = 40.00,-28934,13,-1.041E+4,4,3926,15,11297,23,2828,18,5884.8,20,19759,16,3516,16,7888.99,7
79,90,169Au,,,,,,P ? ,-1.8E+3,3,,,9.7E+3,4,1.24E+4,5,-1.9E+3,3,7.4E+3,3,,,-7.E+2,3,7716.0,20
79,92,171Au,0.0,17,us,+9-5,(1/2+),P = 100.00,-7562,21,-1.09E+4,3,8.88E+3,8,1.193E+4,20,-1448,10,7085,11,2.19E+4,3,5.E+1,3,7754.11,12
79,92,171Au,0.0,17,us,+9-5,(1/2+),A  ,-7562,21,-1.09E+4,3,8.88E+3,8,1.193E+4,20,-1448,10,7085,11,2.19E+4,3,5.E+1,3,7754.11,12
79,92,171Au,0.2500,1.02,ms,10,(11/2-),A = 54.00,-7312,21,-1.09E+4,3,8.88E+3,8,1.193E+4,20,-1448,10,7085,11,2.19E+4,3,5.E+1,3,7754.11,12
79,92,171Au,0.2500,1.02,ms,10,(11/2-),P = 46.00,-7312,21,-1.09E+4,3,8.88E+3,8,1.193E+4,20,-1448,10,7085,11,2.19E+4,3,5.E+1,3,7754.11,12
79,91,170Au,0.0,286,us,+50-40,(2-),P = 89.00,-3.70E+3,20,-9.1E+3,4,1.157E+4,20,1.00E+4,4,-1472,12,7177,15,2.24E+4,4,-3.8E+2,21,7730.0,10
79,91,170Au,0.0,286,us,+50-40,(2-),A = 11.00,-3.70E+3,20,-9.1E+3,4,1.157E+4,20,1.00E+4,4,-1472,12,7177,15,2.24E+4,4,-3.8E+2,21,7730.0,10
79,91,170Au,0.0,617,us,+50-40,(9+),P = 58.00,-3.70E+3,20,-9.1E+3,4,1.157E+4,20,1.00E+4,4,-1472,12,7177,15,2.24E+4,4,-3.8E+2,21,7730.0,10
79,91,170Au,0.0,617,us,+50-40,(9+),A = 42.00,-3.70E+3,20,-9.1E+3,4,1.157E+4,20,1.00E+4,4,-1472,12,7177,15,2.24E+4,4,-3.8E+2,21,7730.0,10
79,94,173Au,0.0,26.3,ms,12,(1/2+),A = 94.00,-12832,23,-1.017E+4,20,8.08E+3,7,1.159E+4,6,-986,21,6836,5,2.141E+4,3,1.00E+3,4,7788.23,13
79,94,173Au,0.0,26.3,ms,12,(1/2+),EC ? ,-12832,23,-1.017E+4,20,8.08E+3,7,1.159E+4,6,-986,21,6836,5,2.141E+4,3,1.00E+3,4,7788.23,13
79,94,173Au,0.0,26.3,ms,12,(1/2+),P ? ,-12832,23,-1.017E+4,20,8.08E+3,7,1.159E+4,6,-986,21,6836,5,2.141E+4,3,1.00E+3,4,7788.23,13
79,94,173Au,0.2140,12.2,ms,1,(11/2-),A = 92.00,-12618,23,-1.017E+4,20,8.08E+3,7,1.159E+4,6,-986,21,6836,5,2.141E+4,3,1.00E+3,4,7788.23,13
79,94,173Au,0.2140,12.2,ms,1,(11/2-),P ? ,-12618,23,-1.017E+4,20,8.08E+3,7,1.159E+4,6,-986,21,6836,5,2.141E+4,3,1.00E+3,4,7788.23,13
79,94,173Au,0.2140,12.2,ms,1,(11/2-),EC ? ,-12618,23,-1.017E+4,20,8.08E+3,7,1.159E+4,6,-986,21,6836,5,2.141E+4,3,1.00E+3,4,7788.23,13
79,93,172Au,0.0,22,ms,+6-4,,A = 100.00,-9.32E+3,6,-8.26E+3,14,1.077E+4,6,9.83E+3,6,-8.6E+2,10,6923,10,2.176E+4,21,7.1E+2,12,7766.2,3
79,93,172Au,0.0,22,ms,+6-4,,EC  ,-9.32E+3,6,-8.26E+3,14,1.077E+4,6,9.83E+3,6,-8.6E+2,10,6923,10,2.176E+4,21,7.1E+2,12,7766.2,3
79,93,172Au,0.0,22,ms,+6-4,,P  ,-9.32E+3,6,-8.26E+3,14,1.077E+4,6,9.83E+3,6,-8.6E+2,10,6923,10,2.176E+4,21,7.1E+2,12,7766.2,3
79,93,172Au,0.0,7.7,ms,14,,A = 100.00,-9.32E+3,6,-8.26E+3,14,1.077E+4,6,9.83E+3,6,-8.6E+2,10,6923,10,2.176E+4,21,7.1E+2,12,7766.2,3
79,93,172Au,0.0,7.7,ms,14,,P< = 0.02,-9.32E+3,6,-8.26E+3,14,1.077E+4,6,9.83E+3,6,-8.6E+2,10,6923,10,2.176E+4,21,7.1E+2,12,7766.2,3
79,93,172Au,0.0,7.7,ms,14,,EC  ,-9.32E+3,6,-8.26E+3,14,1.077E+4,6,9.83E+3,6,-8.6E+2,10,6923,10,2.176E+4,21,7.1E+2,12,7766.2,3
79,96,175Au,0.0,,,,(1/2+),EC ? ,-1.740E+4,4,-9.43E+3,9,7.28E+3,4,1.142E+4,11,-6.2E+2,4,6583,3,2.071E+4,4,1.71E+3,4,7817.59,22
79,96,175Au,0.0,,,,(1/2+),A ? ,-1.740E+4,4,-9.43E+3,9,7.28E+3,4,1.142E+4,11,-6.2E+2,4,6583,3,2.071E+4,4,1.71E+3,4,7817.59,22
79,96,175Au,0.0,156,ms,5,(11/2-),A = 94.00,-1.740E+4,4,-9.43E+3,9,7.28E+3,4,1.142E+4,11,-6.2E+2,4,6583,3,2.071E+4,4,1.71E+3,4,7817.59,22
79,96,175Au,0.0,156,ms,5,(11/2-),EC = 6.00,-1.740E+4,4,-9.43E+3,9,7.28E+3,4,1.142E+4,11,-6.2E+2,4,6583,3,2.071E+4,4,1.71E+3,4,7817.59,22
79,95,174Au,0.0,139,ms,3,,A AP 0.00,-1.406E+4,10,-7.42E+3,10,1.024E+4,10,9.30E+3,10,-5.9E+2,12,6699,7,2.088E+4,12,1.26E+3,11,7797.0,10
79,98,177Au,0.0,1.53,s,7,(1/2+:3/2+),EC = 60.00,-21546,10,-8.77E+3,9,6803,18,1.110E+4,3,-99,14,6298,4,2.028E+4,4,2729,16,7843.86,6
79,98,177Au,0.0,1.53,s,7,(1/2+:3/2+),A = 40.00,-21546,10,-8.77E+3,9,6803,18,1.110E+4,3,-99,14,6298,4,2.028E+4,4,2729,16,7843.86,6
79,98,177Au,0.1579,1.00,s,20,11/2-,A = 66.00,-21388,10,-8.77E+3,9,6803,18,1.110E+4,3,-99,14,6298,4,2.028E+4,4,2729,16,7843.86,6
79,98,177Au,0.1579,1.00,s,20,11/2-,EC = 34.00,-21388,10,-8.77E+3,9,6803,18,1.110E+4,3,-99,14,6298,4,2.028E+4,4,2729,16,7843.86,6
79,97,176Au,0.0,,,,,A ? ,-1.852E+4,3,-6.74E+3,3,9.39E+3,4,9.19E+3,5,1.0E+2,4,6433,7,2.061E+4,11,2.31E+3,4,7825.38,19
79,97,176Au,0.0,1.05,s,1,(3-:4-),EC  ,-1.852E+4,3,-6.74E+3,3,9.39E+3,4,9.19E+3,5,1.0E+2,4,6433,7,2.061E+4,11,2.31E+3,4,7825.38,19
79,97,176Au,0.0,1.05,s,1,(3-:4-),A  ,-1.852E+4,3,-6.74E+3,3,9.39E+3,4,9.19E+3,5,1.0E+2,4,6433,7,2.061E+4,11,2.31E+3,4,7825.38,19
79,97,176Au,0.0,1.36,s,2,(8+:9+),A ? ,-1.852E+4,3,-6.74E+3,3,9.39E+3,4,9.19E+3,5,1.0E+2,4,6433,7,2.061E+4,11,2.31E+3,4,7825.38,19
79,99,178Au,0.0,2.6,s,5,,EC LE 60.00,-22303,10,-5988,15,8672,14,8829,14,222,18,6058,5,1.992E+4,3,2999,13,7849.39,6
79,99,178Au,0.0,2.6,s,5,,A AP 40.00,-22303,10,-5988,15,8672,14,8829,14,222,18,6058,5,1.992E+4,3,2999,13,7849.39,6
79,89,168Au,,,,,,,2.5E+3,4,,,1.25E+4,4,,,-2.0E+3,5,7.6E+3,5,,,-1.3E+3,4,7688.0,20
79,109,188Au,0.0,8.84,m,6,1(-),EC = 100.00,-32371,3,-2173,7,4428,6,7414,23,2975,24,4.81E+3,3,16799,21,7777,17,7914.754,14
79,100,179Au,0.0,7.1,s,3,(1/2+:3/2+),EC = 78.00,-24989,12,-8.06E+3,3,6258,14,10757,16,280,15,5981,5,19585,15,3519,23,7865.64,7
79,100,179Au,0.0,7.1,s,3,(1/2+:3/2+),A = 22.00,-24989,12,-8.06E+3,3,6258,14,10757,16,280,15,5981,5,19585,15,3519,23,7865.64,7
79,103,182Au,0.0,15.5,s,4,(2+),EC = 99.87,-28304,19,-4727,21,6842,23,8.50E+3,3,1211,23,5525,4,18821,19,4.90E+3,3,7887.24,10
79,103,182Au,0.0,15.5,s,4,(2+),A = 0.13,-28304,19,-4727,21,6842,23,8.50E+3,3,1211,23,5525,4,18821,19,4.90E+3,3,7887.24,10
79,104,183Au,0.0,42.8,s,10,(5/2)-,EC = 99.45,-30191,9,-6387,12,4560,17,9959,21,1312,16,5465,3,18463,22,5306,11,7898.56,5
79,104,183Au,0.0,42.8,s,10,(5/2)-,A = 0.55,-30191,9,-6387,12,4560,17,9959,21,1312,16,5465,3,18463,22,5306,11,7898.56,5
79,101,180Au,0.0,8.4,s,6,,EC LT 98.20,-25626,5,-5375,14,7782,11,8708,13,646,9,5831,7,19465,11,3949,19,7870.32,3
79,101,180Au,0.0,8.4,s,6,,A AP 1.80,-25626,5,-5375,14,7782,11,8708,13,646,9,5831,7,19465,11,3949,19,7870.32,3
79,102,181Au,0.0,13.7,s,14,(3/2-),EC = 97.30,-27871,20,-7.21E+3,3,5488,24,10317,21,730,22,5751,3,19025,23,4367,22,7883.84,11
79,102,181Au,0.0,13.7,s,14,(3/2-),A = 2.70,-27871,20,-7.21E+3,3,5488,24,10317,21,730,22,5751,3,19025,23,4367,22,7883.84,11
79,107,186Au,0.0,10.7,m,5,3-,EC = 100.00,-31715,21,-3176,24,5.13E+3,3,7928,21,2.32E+3,3,4912,14,1.754E+4,3,6.68E+3,3,7909.54,11
79,107,186Au,0.0,10.7,m,5,3-,A = 8.0E-4,-31715,21,-3176,24,5.13E+3,3,7928,21,2.32E+3,3,4912,14,1.754E+4,3,6.68E+3,3,7909.54,11
79,108,187Au,0.0,8.4,m,3,1/2(+),EC = 100.00,-33029,22,-4.91E+3,3,2.63E+3,3,9.39E+3,3,2.45E+3,3,4.75E+3,3,17313,23,7.27E+3,4,7917.43,12
79,108,187Au,0.0,8.4,m,3,1/2(+),A = 3.0E-3,-33029,22,-4.91E+3,3,2.63E+3,3,9.39E+3,3,2.45E+3,3,4.75E+3,3,17313,23,7.27E+3,4,7917.43,12
79,108,187Au,0.1203,2.3,s,1,9/2(-),IT = 100.00,-32908,22,-4.91E+3,3,2.63E+3,3,9.39E+3,3,2.45E+3,3,4.75E+3,3,17313,23,7.27E+3,4,7917.43,12
79,105,184Au,0.0,20.6,s,9,5+,EC = 100.00,-30319,22,-3974,24,5.99E+3,3,8199,24,1.83E+3,3,5234,5,1.816E+4,3,5.84E+3,3,7900.19,12
79,105,184Au,0.0,20.6,s,9,5+,A LE 0.02,-30319,22,-3974,24,5.99E+3,3,8199,24,1.83E+3,3,5234,5,1.816E+4,3,5.84E+3,3,7900.19,12
79,105,184Au,0.0685,47.6,s,14,2+,EC = 70.00,-30250,22,-3974,24,5.99E+3,3,8199,24,1.83E+3,3,5234,5,1.816E+4,3,5.84E+3,3,7900.19,12
79,105,184Au,0.0685,47.6,s,14,2+,IT = 30.00,-30250,22,-3974,24,5.99E+3,3,8199,24,1.83E+3,3,5234,5,1.816E+4,3,5.84E+3,3,7900.19,12
79,105,184Au,0.0685,47.6,s,14,2+,A LE 0.02,-30250,22,-3974,24,5.99E+3,3,8199,24,1.83E+3,3,5234,5,1.816E+4,3,5.84E+3,3,7900.19,12
79,106,185Au,0.0,4.25,m,6,5/2-,EC = 99.74,-31858,3,-5674,14,3.81E+3,3,9611,22,1815,15,5180,5,17809,10,6234,25,7909.441,14
79,106,185Au,0.0,4.25,m,6,5/2-,A = 0.26,-31858,3,-5674,14,3.81E+3,3,9611,22,1815,15,5180,5,17809,10,6234,25,7909.441,14
79,106,185Au,0.0,6.8,m,3,,EC LT 100.00,-31858,3,-5674,14,3.81E+3,3,9611,22,1815,15,5180,5,17809,10,6234,25,7909.441,14
79,106,185Au,0.0,6.8,m,3,,IT  ,-31858,3,-5674,14,3.81E+3,3,9611,22,1815,15,5180,5,17809,10,6234,25,7909.441,14
79,110,189Au,0.0,28.7,m,3,1/2+,EC = 100.00,-33582,20,-3.96E+3,4,1865,22,9282,20,3050,21,4.33E+3,3,1.670E+4,3,8.61E+3,3,7921.99,11
79,110,189Au,0.0,28.7,m,3,1/2+,A LT 3.0E-5,-33582,20,-3.96E+3,4,1865,22,9282,20,3050,21,4.33E+3,3,1.670E+4,3,8.61E+3,3,7921.99,11
79,110,189Au,0.2472,4.59,m,11,11/2-,EC = 100.00,-33335,20,-3.96E+3,4,1865,22,9282,20,3050,21,4.33E+3,3,1.670E+4,3,8.61E+3,3,7921.99,11
79,111,190Au,0.0,42.8,m,10,1-,EC = 100.00,-32834,3,-1463,16,3451,4,7323,20,3653,11,3914,17,16605,4,9067,10,7918.835,18
79,111,190Au,0.0,42.8,m,10,1-,A LT 1.0E-6,-32834,3,-1463,16,3451,4,7323,20,3653,11,3914,17,16605,4,9067,10,7918.835,18
79,111,190Au,0.0,125,ms,20,(11-),IT = 100.00,-32834,3,-1463,16,3451,4,7323,20,3653,11,3914,17,16605,4,9067,10,7918.835,18
79,114,193Au,0.0,17.65,h,15,3/2+,EC = 100.00,-33405,9,-2343,14,53,9,8704,18,4405,9,2620,15,15750,10,11274,9,7924.16,4
79,114,193Au,0.2902,3.9,s,3,11/2-,IT = 99.97,-33115,9,-2343,14,53,9,8704,18,4405,9,2620,15,15750,10,11274,9,7924.16,4
79,114,193Au,0.2902,3.9,s,3,11/2-,EC AP 0.03,-33115,9,-2343,14,53,9,8704,18,4405,9,2620,15,15750,10,11274,9,7924.16,4
79,115,194Au,0.0,38.02,h,10,1-,EC = 100.00,-32211.9,21,-28,4,1526.2,21,6878,9,5021.2,25,2116.7,25,15582,16,11954.3,24,7918.774,11
79,115,194Au,0.1074,600,ms,8,(5+),IT = 100.00,-32104.5,21,-28,4,1526.2,21,6878,9,5021.2,25,2116.7,25,15582,16,11954.3,24,7918.774,11
79,115,194Au,0.4758,420,ms,10,(11-),IT = 100.00,-31736.1,21,-28,4,1526.2,21,6878,9,5021.2,25,2116.7,25,15582,16,11954.3,24,7918.774,11
79,112,191Au,0.0,3.18,h,8,3/2+,EC = 100.00,-33798,5,-3206,23,878,6,9036,6,3780,5,3.33E+3,3,16359,21,9926,14,7924.68,3
79,112,191Au,0.2662,0.92,s,11,(11/2-),IT = 100.00,-33532,5,-3206,23,878,6,9036,6,3780,5,3.33E+3,3,16359,21,9926,14,7924.68,3
79,113,192Au,0.0,4.94,h,9,1-,EC = 100.00,-32772,16,-761,22,2494,16,7046,17,4363,16,3148,18,16081,16,10597,16,7920.10,8
79,113,192Au,0.1354,29,ms,,(5)+,IT = 100.00,-32637,16,-761,22,2494,16,7046,17,4363,16,3148,18,16081,16,10597,16,7920.10,8
79,113,192Au,0.4316,160,ms,20,(11-),IT = 100.00,-32341,16,-761,22,2494,16,7046,17,4363,16,3148,18,16081,16,10597,16,7920.10,8
79,118,197Au,0.0,STABLE,,,3/2+,,-31139.8,5,-600,3,-1742.0,5,8072,3,5784.2,5,971.6,14,14715.3,11,14025.4,14,7915.655,3
79,118,197Au,0.4092,7.73,s,6,11/2-,IT = 100.00,-30730.6,5,-600,3,-1742.0,5,8072,3,5784.2,5,971.6,14,14715.3,11,14025.4,14,7915.655,3
79,119,198Au,0.0,2.6941,d,2,2-,B- = 100.00,-29580.8,5,1373.5,5,-698.8,21,6512.36,9,6450.0,5,526.1,14,14585,3,1.472E+4,4,7908.568,3
79,119,198Au,0.8119,2.272,d,16,(12-),IT = 100.00,-28768.9,5,1373.5,5,-698.8,21,6512.36,9,6450.0,5,526.1,14,14585,3,1.472E+4,4,7908.568,3
79,116,195Au,0.0,186.01,d,6,3/2+,EC = 100.00,-32567.1,11,-1554,23,-795.2,10,8426.4,23,5095.9,10,1716.8,16,15305,9,12608.7,16,7921.378,6
79,116,195Au,0.3186,30.5,s,2,11/2-,IT = 100.00,-32248.5,11,-1554,23,-795.2,10,8426.4,23,5095.9,10,1716.8,16,15305,9,12608.7,16,7921.378,6
79,117,196Au,0.0,6.1669,d,6,2-,EC = 93.00,-31139,3,687,3,484,3,6643,3,5634,3,1272,3,15069,4,13185,3,7914.855,15
79,117,196Au,0.0,6.1669,d,6,2-,B- = 7.00,-31139,3,687,3,484,3,6643,3,5634,3,1272,3,15069,4,13185,3,7914.855,15
79,117,196Au,0.0847,8.1,s,2,5+,IT = 100.00,-31054,3,687,3,484,3,6643,3,5634,3,1272,3,15069,4,13185,3,7914.855,15
79,117,196Au,0.5957,9.6,h,1,12-,IT = 100.00,-30543,3,687,3,484,3,6643,3,5634,3,1272,3,15069,4,13185,3,7914.855,15
79,121,200Au,0.0,48.4,m,3,(1-),B- = 100.00,-2.724E+4,3,2.26E+3,3,-1.66E+3,3,6.22E+3,3,7.14E+3,3,-2.3E+2,5,1.380E+4,3,1.611E+4,20,7898.49,13
79,121,200Au,0.9620,18.7,h,5,12-,B- = 84.00,-2.628E+4,3,2.26E+3,3,-1.66E+3,3,6.22E+3,3,7.14E+3,3,-2.3E+2,5,1.380E+4,3,1.611E+4,20,7898.49,13
79,121,200Au,0.9620,18.7,h,5,12-,IT = 16.00,-2.628E+4,3,2.26E+3,3,-1.66E+3,3,6.22E+3,3,7.14E+3,3,-2.3E+2,5,1.380E+4,3,1.611E+4,20,7898.49,13
79,122,201Au,0.0,26.0,m,8,3/2+,B- = 100.00,-26401,3,1262,3,-3.68E+3,5,7.23E+3,3,7090,20,-561,20,13450,3,1.658E+4,4,7895.175,16
79,120,199Au,0.0,3.139,d,7,3/2+,B- = 100.00,-29093.8,5,452.3,6,-2727.1,21,7584.28,6,6478.7,21,173.7,14,14096.64,11,15408,20,7906.938,3
79,120,199Au,0.5489,0.44,ms,3,(11/2)-,IT = 100.00,-28544.9,5,452.3,6,-2727.1,21,7584.28,6,6478.7,21,173.7,14,14096.64,11,15408,20,7906.938,3
79,125,204Au,0.0,39.8,s,9,(2-),B- = 100.00,-2.039E+4,20,4.30E+3,20,-3.8E+3,3,5.32E+3,20,8.2E+3,3,-1.2E+3,3,1.218E+4,20,1.83E+4,4,7868.0,10
